time,waist_y,r_shoulder_p,r_shoulder_r,r_shoulder_y,r_elbow_p,r_wrist_y,r_wrist_p,r_wrist_r,r_hand,l_shoulder_p,l_shoulder_r,l_shoulder_y,l_elbow_p,l_wrist_y,l_wrist_p,l_wrist_r,l_hand
1.03012,-75,-119,0,50,1080,-85,0,36,1670,-107,0,109,1148,-96,0,-13,650
1.04017,-70,-123,0,50,1074,-85,0,34,1670,-110,0,108,1142,-96,0,-10,650
1.0491,-70,-126,0,50,1068,-86,0,30,1670,-114,0,106,1135,-96,0,-8,650
1.05805,-70,-129,0,49,1063,-85,0,27,1670,-117,0,104,1130,-96,0,-6,650
1.06711,-65,-132,0,49,1058,-85,0,24,1670,-120,0,103,1125,-96,0,-3,650
1.07617,-60,-135,0,48,1053,-85,0,21,1670,-121,0,102,1119,-96,0,0,650
1.08616,-60,-137,0,48,1049,-85,0,19,1670,-123,0,102,1115,-96,0,0,650
1.09506,-55,-139,0,48,1045,-85,0,18,1670,-125,0,102,1111,-96,0,2,650
1.10403,-50,-141,0,48,1041,-85,0,16,1670,-127,0,101,1107,-96,0,3,645
1.11309,-50,-143,0,49,1038,-84,0,15,1670,-128,0,101,1104,-96,0,4,650
1.12191,-50,-144,0,49,1035,-84,0,15,1670,-130,0,102,1101,-96,0,5,650
1.13195,-45,-145,0,49,1032,-84,0,15,1670,-131,0,103,1097,-96,0,6,650
1.14094,-55,-145,0,50,1028,-83,0,16,1670,-132,0,103,1093,-96,0,6,650
1.15006,-55,-147,0,50,1024,-83,0,18,1670,-135,0,104,1089,-96,0,6,650
1.1599,-60,-148,0,50,1021,-82,0,19,1670,-137,0,105,1087,-96,0,5,645
1.16895,-65,-150,0,50,1016,-82,0,21,1670,-138,0,105,1083,-96,0,4,650
1.178,-70,-150,0,50,1013,-81,0,22,1670,-141,0,105,1081,-96,0,3,650
1.18756,-70,-152,0,51,1009,-80,0,24,1670,-143,0,105,1079,-96,0,2,650
1.19631,-75,-152,0,51,1005,-79,0,26,1670,-144,0,105,1076,-96,0,2,650
1.20628,-75,-152,0,53,1001,-79,0,27,1670,-146,0,104,1073,-96,0,2,650
1.21502,-80,-153,0,53,998,-78,0,28,1670,-148,0,104,1071,-96,0,2,650
1.22396,-80,-153,0,56,994,-77,0,28,1670,-150,0,104,1068,-96,0,2,650
1.23311,-85,-155,0,57,991,-76,0,29,1665,-152,0,104,1066,-96,0,2,650
1.24182,-85,-156,0,57,988,-76,0,30,1670,-152,0,104,1064,-96,0,2,650
1.25179,-85,-157,0,58,985,-75,0,31,1670,-154,0,104,1061,-96,0,2,650
1.26076,-80,-159,0,59,982,-74,0,31,1670,-156,0,104,1059,-96,0,2,650
1.26987,-80,-159,0,60,980,-73,0,31,1670,-157,0,103,1057,-96,0,1,650
1.27882,-80,-160,0,60,978,-72,0,32,1670,-158,0,103,1054,-96,0,0,645
1.28877,-80,-161,0,61,975,-72,0,33,1665,-159,0,103,1052,-96,0,0,650
1.29792,-80,-162,0,62,973,-72,0,33,1670,-161,0,103,1050,-96,0,0,650
1.30682,-80,-164,0,63,972,-72,0,33,1670,-163,0,102,1047,-96,0,0,650
1.31581,-80,-165,0,63,969,-71,0,33,1665,-164,0,102,1045,-96,0,0,650
1.32506,-80,-166,0,64,967,-71,0,33,1670,-166,0,102,1044,-96,0,0,650
1.334,-80,-166,0,64,966,-70,0,34,1670,-168,0,102,1041,-96,0,0,650
1.3442,-80,-168,0,64,965,-70,0,34,1670,-169,0,101,1039,-96,0,1,645
1.35283,-85,-169,0,65,965,-70,0,34,1665,-171,0,101,1037,-96,0,2,650
1.36169,-85,-170,0,65,963,-70,0,35,1670,-173,0,101,1036,-96,0,2,650
1.37172,-85,-171,0,65,962,-69,0,35,1670,-173,0,101,1034,-96,0,3,650
1.38057,-85,-172,0,65,961,-69,0,35,1670,-174,0,101,1032,-96,0,3,645
1.38967,-85,-173,0,65,960,-69,0,35,1670,-176,0,101,1030,-96,0,3,650
1.39862,-85,-173,0,65,960,-69,0,34,1670,-177,0,101,1029,-96,0,4,650
1.40763,-85,-174,0,66,959,-69,0,34,1670,-178,0,101,1027,-96,0,4,650
1.41661,-85,-175,0,66,959,-69,0,34,1670,-179,0,101,1025,-96,0,4,650
1.42653,-85,-176,0,67,958,-69,0,34,1670,-180,0,101,1024,-96,0,4,650
1.43558,-85,-177,0,67,957,-69,0,33,1670,-181,0,101,1023,-96,0,3,650
1.44451,-85,-178,0,68,957,-69,0,34,1670,-181,0,101,1023,-96,0,3,650
1.4536,-85,-178,0,68,957,-69,0,33,1670,-181,0,101,1022,-96,0,2,650
1.46348,-80,-179,0,68,957,-69,0,33,1670,-181,0,101,1021,-96,0,2,650
1.47255,-85,-179,0,69,957,-69,0,33,1670,-181,0,101,1020,-96,0,2,650
1.48146,-85,-180,0,70,957,-69,0,33,1670,-181,0,101,1020,-96,0,2,650
1.49046,-85,-181,0,70,957,-69,0,33,1665,-181,0,101,1019,-96,0,2,650
1.49945,-80,-181,0,70,956,-69,0,33,1670,-181,0,101,1018,-96,0,1,650
1.50849,-80,-181,0,71,956,-68,0,33,1670,-181,0,101,1018,-96,0,1,650
1.51859,-80,-181,0,71,956,-68,0,34,1670,-181,0,101,1017,-96,0,1,650
1.52762,-85,-181,0,72,956,-68,0,34,1670,-181,0,101,1016,-96,0,1,645
1.53661,-80,-182,0,72,956,-68,0,35,1670,-181,0,101,1015,-96,0,1,650
1.54646,-80,-182,0,72,956,-68,0,34,1665,-181,0,101,1015,-96,0,1,650
1.55555,-80,-182,0,73,957,-68,0,35,1665,-181,0,102,1015,-96,0,0,650
1.56452,-80,-181,0,74,957,-68,0,35,1670,-181,0,101,1015,-96,0,0,650
1.57348,-80,-181,0,75,957,-68,0,34,1670,-181,0,102,1014,-96,0,0,650
1.5824,-80,-181,0,76,957,-68,0,35,1670,-181,0,102,1014,-96,0,0,650
1.59148,-80,-181,0,77,956,-68,0,35,1670,-181,0,102,1013,-96,0,0,650
1.60143,-80,-181,0,78,956,-68,0,34,1665,-181,0,102,1013,-96,0,0,650
1.61047,-80,-182,0,79,956,-68,0,35,1670,-181,0,102,1013,-96,0,0,650
1.61938,-80,-182,0,79,956,-68,0,35,1665,-181,0,102,1012,-96,0,0,650
1.6295,-80,-181,0,80,956,-68,0,34,1670,-181,0,103,1012,-96,0,0,650
1.63834,-80,-182,0,81,956,-68,0,35,1665,-182,0,103,1012,-96,0,0,650
1.64733,-80,-182,0,83,956,-68,0,35,1665,-182,0,103,1012,-96,0,0,650
1.65639,-80,-182,0,84,955,-68,0,35,1670,-182,0,103,1012,-96,0,0,650
1.66528,-80,-182,0,86,954,-68,0,36,1665,-182,0,103,1012,-96,0,0,650
1.67531,-80,-182,0,86,953,-68,0,36,1665,-182,0,104,1012,-96,0,0,650
1.68437,-80,-182,0,88,951,-68,0,36,1665,-183,0,104,1012,-96,0,0,650
1.69333,-85,-182,0,90,950,-68,0,37,1665,-183,0,104,1012,-96,0,0,650
1.70229,-80,-182,0,92,948,-68,0,37,1665,-183,0,104,1012,-96,0,-1,650
1.71224,-80,-182,0,94,945,-68,0,38,1665,-183,0,104,1012,-96,0,-1,650
1.72113,-80,-182,0,96,943,-68,0,39,1665,-183,0,104,1012,-96,0,-2,645
1.73009,-85,-182,0,99,939,-68,0,39,1665,-183,0,104,1012,-96,0,-2,645
1.73914,-85,-182,0,101,936,-68,0,39,1670,-183,0,104,1012,-96,0,-2,645
1.7482,-85,-183,0,104,933,-68,0,39,1665,-183,0,104,1012,-96,0,-2,650
1.75811,-80,-183,0,107,928,-68,0,39,1665,-183,0,104,1012,-96,0,-2,650
1.76709,-85,-183,0,108,925,-68,0,39,1665,-183,0,104,1012,-96,0,-2,650
1.77614,-80,-182,0,111,921,-68,0,39,1665,-182,0,103,1012,-96,0,-1,650
1.78494,-80,-183,0,114,917,-68,0,39,1670,-183,0,104,1012,-96,0,-1,650
1.795,-80,-183,0,116,913,-68,0,39,1665,-183,0,104,1013,-96,0,-1,650
1.80393,-85,-182,0,119,909,-68,0,39,1670,-183,0,104,1013,-96,0,-2,650
1.81306,-80,-182,0,122,905,-68,0,39,1670,-182,0,104,1014,-96,0,-2,650
1.82186,-85,-182,0,124,901,-68,0,38,1665,-183,0,104,1013,-96,0,-2,650
1.83091,-85,-181,0,127,898,-68,0,38,1670,-182,0,104,1014,-96,0,-3,650
1.83993,-80,-181,0,130,893,-68,0,38,1665,-182,0,104,1014,-96,0,-3,650
1.84997,-85,-181,0,132,889,-68,0,38,1670,-182,0,104,1014,-96,0,-3,650
1.85897,-85,-181,0,135,886,-68,0,37,1670,-182,0,104,1015,-96,0,-3,650
1.86796,-85,-181,0,138,881,-68,0,37,1665,-183,0,104,1015,-96,0,-3,650
1.87792,-85,-181,0,141,876,-67,0,36,1665,-183,0,103,1015,-96,0,-3,650
1.88694,-85,-181,0,144,872,-68,0,36,1670,-182,0,103,1015,-96,0,-3,650
1.89586,-85,-182,0,146,867,-68,0,36,1665,-183,0,103,1015,-96,0,-3,650
1.90493,-85,-182,1,148,863,-67,0,36,1665,-183,0,103,1015,-96,0,-3,650
1.91389,-80,-183,3,151,858,-68,0,36,1670,-183,0,103,1015,-96,0,-3,650
1.92286,-80,-182,5,153,853,-68,0,37,1675,-183,0,103,1015,-96,0,-3,650
1.93284,-85,-182,8,156,849,-68,0,37,1675,-183,0,103,1015,-96,0,-3,650
1.94193,-85,-183,10,158,845,-68,0,37,1675,-183,0,102,1016,-96,0,-3,650
1.95079,-85,-183,11,160,841,-68,0,37,1675,-183,0,102,1017,-96,0,-3,650
1.96078,-85,-184,14,163,836,-68,0,37,1675,-183,0,102,1017,-96,0,-3,650
1.96988,-85,-184,15,166,833,-67,0,37,1675,-183,0,102,1017,-96,0,-3,650
1.97883,-85,-184,16,170,828,-68,0,37,1675,-183,0,102,1018,-96,0,-3,650
1.9877,-85,-184,17,173,824,-68,0,38,1675,-183,0,102,1019,-96,0,-3,645
1.99678,-85,-185,18,176,821,-68,0,38,1675,-183,0,102,1020,-96,0,-3,650
2.0068,-85,-185,19,180,816,-68,0,39,1675,-182,0,102,1020,-96,0,-3,650
2.01566,-85,-186,21,184,811,-68,0,39,1675,-183,0,102,1021,-96,0,-4,650
2.02472,-85,-186,22,188,807,-68,0,40,1675,-183,0,102,1021,-96,0,-3,650
2.03377,-85,-186,24,192,803,-68,0,41,1675,-183,0,102,1022,-96,0,-4,650
2.04272,-85,-186,24,197,799,-67,0,41,1680,-183,0,101,1022,-96,0,-4,650
2.05255,-85,-186,26,202,797,-67,0,41,1680,-183,0,102,1023,-96,0,-4,650
2.06159,-85,-185,28,209,794,-67,0,41,1680,-183,0,101,1023,-96,0,-4,650
2.0707,-85,-184,29,216,792,-67,0,39,1680,-183,0,101,1024,-96,0,-5,650
2.07958,-85,-184,30,223,791,-67,0,38,1680,-183,0,101,1024,-96,0,-5,650
2.08954,-80,-184,31,231,789,-67,0,36,1680,-184,0,101,1025,-96,0,-5,650
2.09864,-80,-183,31,239,788,-66,0,35,1675,-183,0,101,1025,-96,0,-5,645
2.10763,-80,-183,32,246,787,-66,0,33,1680,-184,0,101,1026,-96,0,-5,650
2.1165,-75,-183,33,255,788,-66,0,30,1680,-184,0,101,1026,-96,0,-5,650
2.12553,-70,-182,33,262,788,-65,0,29,1675,-184,0,101,1027,-96,0,-4,650
2.13542,-70,-183,33,271,789,-65,0,28,1670,-184,0,101,1027,-96,0,-4,650
2.14448,-65,-182,34,279,790,-65,0,28,1670,-184,0,101,1028,-96,0,-3,650
2.15351,-60,-183,35,287,792,-64,0,28,1665,-184,0,101,1027,-96,0,-3,650
2.16239,-60,-183,36,295,794,-63,0,28,1665,-184,0,101,1028,-96,0,-4,645
2.17242,-60,-183,38,302,798,-63,0,28,1670,-184,0,101,1028,-96,0,-5,650
2.18137,-55,-183,39,310,801,-62,0,29,1670,-184,0,101,1029,-96,0,-5,645
2.19041,-55,-184,41,316,805,-61,0,30,1665,-185,0,101,1029,-96,0,-5,645
2.19964,-55,-184,43,323,809,-60,0,31,1670,-185,0,101,1030,-96,0,-5,645
2.20884,-60,-184,45,329,814,-59,0,31,1670,-185,0,101,1030,-96,0,-5,645
2.21766,-60,-184,47,335,818,-58,0,31,1670,-185,0,101,1031,-96,0,-6,645
2.22774,-60,-184,49,342,823,-57,0,30,1670,-186,0,101,1032,-96,0,-6,645
2.23685,-65,-182,52,348,828,-56,0,29,1665,-186,0,101,1032,-96,0,-6,645
2.24563,-65,-182,54,355,835,-54,0,28,1665,-186,0,101,1033,-96,0,-6,645
2.2546,-70,-182,58,362,840,-53,0,28,1665,-187,0,101,1033,-96,0,-6,645
2.26467,-65,-182,60,369,846,-50,0,26,1665,-187,0,101,1033,-96,0,-6,645
2.27373,-65,-182,64,375,852,-48,0,23,1665,-187,0,101,1034,-96,0,-6,645
2.28252,-65,-181,67,381,857,-46,0,21,1665,-187,0,101,1034,-96,0,-6,645
2.29161,-65,-180,70,387,863,-43,0,17,1670,-187,0,101,1034,-96,0,-5,645
2.30062,-65,-179,73,392,868,-41,0,14,1665,-187,0,101,1034,-96,0,-5,650
2.31059,-65,-178,75,398,873,-38,0,12,1665,-187,0,101,1034,-96,0,-5,645
2.31952,-65,-177,79,403,879,-35,0,9,1670,-187,0,101,1035,-96,0,-4,650
2.32849,-70,-176,82,408,884,-32,0,7,1665,-187,0,101,1035,-96,0,-4,650
2.33753,-70,-174,85,413,889,-28,0,5,1665,-187,0,101,1035,-96,0,-4,650
2.34754,-70,-173,89,417,894,-26,0,3,1665,-187,0,101,1035,-96,0,-4,650
2.35648,-70,-172,92,421,899,-22,0,1,1665,-187,0,101,1035,-96,0,-4,645
2.36548,-75,-171,96,424,903,-18,0,0,1665,-187,0,101,1035,-96,0,-4,650
2.37453,-80,-169,100,427,907,-15,0,-1,1670,-188,0,102,1035,-96,0,-4,650
2.38349,-85,-168,103,430,910,-11,0,-2,1665,-188,0,102,1036,-96,0,-4,650
2.3935,-85,-167,106,433,914,-8,0,-2,1670,-188,0,102,1036,-96,0,-3,650
2.40252,-85,-166,109,435,916,-4,0,-3,1665,-188,0,102,1037,-96,0,-4,650
2.41146,-90,-166,111,437,919,0,0,-4,1665,-187,0,101,1037,-96,0,-4,650
2.42047,-90,-166,115,440,921,3,0,-4,1665,-187,0,101,1038,-96,0,-4,650
2.43041,-90,-166,117,442,923,7,0,-4,1670,-187,0,101,1038,-96,0,-5,650
2.43939,-90,-166,120,443,925,10,0,-3,1670,-187,0,101,1039,-96,0,-5,650
2.44838,-95,-167,122,445,928,14,0,-3,1665,-187,0,101,1039,-96,0,-5,650
2.45768,-95,-168,125,446,928,18,0,-2,1665,-187,0,101,1040,-96,0,-5,650
2.46647,-95,-168,127,447,930,21,0,-1,1665,-187,0,101,1040,-96,0,-5,650
2.47646,-100,-169,130,448,931,24,0,0,1665,-187,0,101,1040,-96,0,-5,650
2.48541,-100,-169,132,448,934,26,0,0,1665,-187,0,101,1040,-96,0,-5,650
2.49449,-105,-169,133,449,935,29,0,1,1665,-187,0,101,1040,-96,0,-6,650
2.50441,-105,-169,135,449,936,32,0,1,1670,-187,0,101,1040,-96,0,-5,650
2.51336,-105,-169,136,449,936,34,0,2,1665,-188,0,101,1040,-96,0,-5,645
2.52233,-110,-169,138,449,937,36,0,3,1670,-188,0,101,1041,-96,0,-5,645
2.53164,-110,-169,139,450,938,38,0,3,1670,-188,0,101,1041,-96,0,-5,645
2.54057,-110,-169,140,450,939,40,0,4,1665,-188,0,101,1041,-96,0,-6,645
2.5505,-110,-169,141,450,939,42,0,5,1670,-188,0,101,1041,-96,0,-5,645
2.55937,-115,-170,141,450,939,43,0,5,1665,-188,0,101,1042,-96,0,-6,645
2.56833,-115,-169,141,450,939,45,0,5,1665,-188,0,101,1042,-96,0,-6,645
2.57735,-115,-169,141,450,940,46,0,6,1665,-188,0,101,1041,-96,0,-5,645
2.58732,-115,-169,142,450,940,46,0,7,1665,-188,0,101,1041,-96,0,-5,645
2.59626,-115,-169,142,450,941,47,0,7,1665,-188,0,101,1042,-96,0,-5,645
2.60536,-115,-169,142,450,941,47,0,7,1665,-188,0,101,1041,-96,0,-5,645
2.61443,-115,-169,142,450,941,47,0,7,1665,-188,0,101,1041,-96,0,-6,645
2.62318,-110,-169,141,449,941,47,0,8,1665,-188,0,101,1041,-96,0,-5,645
2.63228,-110,-169,141,449,941,47,0,9,1665,-188,0,101,1041,-96,0,-6,645
2.64205,-110,-169,140,449,941,47,0,10,1665,-188,0,101,1041,-96,0,-6,645
2.65111,-110,-169,140,448,941,47,0,11,1665,-188,0,101,1041,-96,0,-6,645
2.66046,-105,-169,139,447,940,47,0,14,1665,-188,0,101,1041,-96,0,-6,645
2.67011,-105,-169,138,445,940,47,0,14,1665,-188,0,101,1042,-96,0,-6,645
2.67911,-105,-169,137,444,940,47,0,16,1670,-188,0,101,1041,-96,0,-5,645
2.6881,-105,-170,136,442,939,47,0,18,1665,-188,0,101,1042,-96,0,-6,645
